
---------- Begin Simulation Statistics ----------
simSeconds                                   0.004529                       # Number of seconds simulated (Second)
simTicks                                   4528978000                       # Number of ticks simulated (Tick)
finalTick                                  4528978000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     53.95                       # Real time elapsed on the host (Second)
hostTickRate                                 83947765                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     904296                       # Number of bytes of host memory used (Byte)
simInsts                                     12233308                       # Number of instructions simulated (Count)
simOps                                       24133321                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   226753                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     447327                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          9057957                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.740434                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.350559                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        25888158                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    22836                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       25264841                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   9435                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1777662                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3508655                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                8862                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             8968739                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.816989                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.473825                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.corrected_0::Return            9      0.03%      0.36% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::CallDirect          689      2.02%      2.39% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::CallIndirect          147      0.43%      2.82% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectCond        30394     89.21%     92.03% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectUncond          297      0.87%     92.90% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectCond            0      0.00%     92.90% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectUncond         2418      7.10%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::total        34069                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.committed_0::NoBranch           97      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::Return       142577      5.03%      5.03% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallDirect       141726      5.00%     10.03% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect          856      0.03%     10.06% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond      2406506     84.84%     94.90% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond        77518      2.73%     97.63% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond            0      0.00%     97.63% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond        67197      2.37%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total      2836477                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch           97      0.30%      0.30% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return            5      0.02%      0.32% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect          514      1.60%      1.92% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect          143      0.44%      2.36% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond        28859     89.75%     92.11% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond          193      0.60%     92.71% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%     92.71% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond         2343      7.29%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total        32154                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget      1827524     57.52%     57.52% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB      1124761     35.40%     92.92% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS       153418      4.83%     97.75% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect        71577      2.25%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total      3177280                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch        14103     41.69%     41.69% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return        18152     53.66%     95.35% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            9      0.03%     95.38% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect         1563      4.62%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total        33827                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted           2699009                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken       880352                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect             34069                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss           1402                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.NotTakenMispredicted        15898                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.TakenMispredicted         18171                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.BTBLookups              3177280                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                13209                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                 1801901                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.567121                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted            1882                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups           77514                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits              71577                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             5937                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch          335      0.01%      0.01% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return       153418      4.83%      4.84% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect       161414      5.08%      9.92% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect         1001      0.03%      9.95% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond      2698674     84.94%     94.89% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond        85925      2.70%     97.59% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     97.59% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond        76513      2.41%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total      3177280                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch           16      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return       153417     11.15%     11.16% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          985      0.07%     11.23% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect         1001      0.07%     11.30% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond      1143049     83.11%     94.41% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond          398      0.03%     94.44% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     94.44% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond        76513      5.56%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total       1375379                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect          689      5.22%      5.22% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%      5.22% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond        12223     92.54%     97.75% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond          297      2.25%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total        13209                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect          689      5.22%      5.22% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%      5.22% # Number of BTB mispredictions. No target found or target wrong. (Count)
